mode: set
e2mgr/controllers/controller.go:23.107,31.2 2 1
e2mgr/handlers/x2setupResponseToProtobuf.go:418.50,418.50 0 0
e2mgr/handlers/x2setupResponseToProtobuf.go:410.21,412.8 1 0
e2mgr/handlers/x2setupResponseToProtobuf.go:430.198,432.16 2 1
e2mgr/handlers/x2setupResponseToProtobuf.go:436.2,437.39 2 1
e2mgr/handlers/x2setupResponseToProtobuf.go:432.16,434.3 1 0
e2mgr/handlers/endc_configuration_update_handler.go:36.54,43.16 6 1
e2mgr/handlers/endc_configuration_update_handler.go:67.2,67.230 1 1
e2mgr/handlers/endc_configuration_update_handler.go:43.16,45.13 2 1
e2mgr/handlers/endc_configuration_update_handler.go:53.3,53.93 1 1
e2mgr/handlers/endc_configuration_update_handler.go:45.13,50.4 4 1
e2mgr/handlers/endc_configuration_update_handler.go:50.9,52.4 1 0
e2mgr/handlers/endc_configuration_update_handler.go:54.8,58.13 4 0
e2mgr/handlers/endc_configuration_update_handler.go:58.13,63.4 4 0
e2mgr/handlers/endc_configuration_update_handler.go:63.9,65.4 1 0
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:32.221,39.96 4 1
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:43.2,43.27 1 1
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:52.2,52.39 1 1
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:39.96,41.3 1 1
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:43.27,46.119 3 0
e2mgr/handlers/endc_x2apSetupRequest_asn1_packer.go:46.119,49.4 2 0
e2mgr/handlers/x2apPdu_asn1_unpacker.go:36.158,39.16 2 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:43.2,46.132 3 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:50.2,50.27 1 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:55.2,55.17 1 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:39.16,41.3 1 0
e2mgr/handlers/x2apPdu_asn1_unpacker.go:46.132,48.3 1 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:50.27,53.3 2 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:58.175,60.16 2 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:64.2,67.27 3 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:73.2,73.62 1 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:60.16,62.3 1 1
e2mgr/handlers/x2apPdu_asn1_unpacker.go:67.27,71.3 3 1
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:32.217,39.96 4 1
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:43.2,43.27 1 1
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:51.2,51.39 1 1
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:39.96,41.3 1 1
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:43.27,46.119 3 0
e2mgr/handlers/x2apSetupRequest_asn1_packer.go:46.119,49.4 2 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:39.80,43.36 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:53.2,53.104 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:71.2,71.18 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:43.36,46.100 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:46.100,48.4 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:48.9,50.4 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:53.104,56.55 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:56.55,59.130 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:67.4,67.68 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:59.130,62.73 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:62.73,64.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:74.78,81.2 4 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:83.134,86.63 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:92.2,92.63 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:98.2,98.55 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:104.2,104.55 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:110.2,110.21 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:86.63,88.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:88.8,90.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:92.63,94.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:94.8,96.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:98.55,100.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:100.8,102.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:104.55,106.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:106.8,108.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:113.134,116.60 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:123.2,123.52 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:129.2,129.21 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:116.60,118.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:118.8,121.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:123.52,125.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:125.8,127.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:132.168,135.63 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:141.2,141.63 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:147.2,147.21 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:135.63,137.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:137.8,139.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:141.63,143.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:143.8,145.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:149.168,152.60 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:158.2,158.21 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:152.60,154.3 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:154.8,156.3 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:161.121,164.131 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:199.2,199.24 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:164.131,167.54 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:167.54,175.32 5 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:180.4,180.36 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:183.4,183.46 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:194.4,194.41 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:175.32,178.5 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:180.36,182.5 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:184.71,185.200 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:189.71,190.200 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:185.200,187.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:190.200,192.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:202.125,205.146 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:257.2,257.27 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:205.146,208.109 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:208.109,217.42 6 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:221.4,221.46 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:225.4,225.117 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:232.4,232.47 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:247.4,248.18 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:251.4,253.55 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:217.42,219.5 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:221.46,223.5 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:225.117,228.55 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:228.55,230.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:233.55,234.166 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:239.55,240.166 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:234.166,236.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:236.11,238.6 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:240.166,242.6 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:242.11,244.6 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:248.18,250.5 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:263.100,268.52 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:315.2,315.29 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:268.52,271.119 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:271.119,273.84 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:273.84,276.74 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:276.74,277.116 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:277.116,279.41 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:280.63,282.112 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:306.60,306.60 0 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:282.112,285.86 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:285.86,286.58 1 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:287.68,290.64 3 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:296.89,298.25 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:301.11,302.42 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:290.64,295.12 4 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:298.25,300.12 1 0
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:318.202,320.16 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:324.2,325.43 2 1
e2mgr/handlers/endc_x2setupResponseToProtobuf.go:320.16,322.3 1 0
e2mgr/providers/incoming_request_handler_provider.go:24.79,30.2 1 0
e2mgr/providers/incoming_request_handler_provider.go:33.91,38.2 1 0
e2mgr/providers/incoming_request_handler_provider.go:40.121,43.9 2 0
e2mgr/providers/incoming_request_handler_provider.go:48.2,48.21 1 0
e2mgr/providers/incoming_request_handler_provider.go:43.9,46.3 2 0
e2mgr/providers/notification_handler_provider.go:34.160,40.2 1 1
e2mgr/providers/notification_handler_provider.go:42.164,54.2 1 1
e2mgr/providers/notification_handler_provider.go:56.123,59.9 2 1
e2mgr/providers/notification_handler_provider.go:63.2,63.21 1 1
e2mgr/providers/notification_handler_provider.go:59.9,61.3 1 1
e2mgr/providers/request_handler_provider.go:32.105,35.2 2 1
e2mgr/providers/request_handler_provider.go:37.98,42.2 1 1
e2mgr/providers/request_handler_provider.go:44.120,47.9 2 1
e2mgr/providers/request_handler_provider.go:53.2,53.21 1 1
e2mgr/providers/request_handler_provider.go:47.9,51.3 3 1
e2mgr/rnibBuilders/node_info_builder.go:25.111,34.2 7 1
e2mgr/services/rnib_reader_service.go:30.83,32.2 1 0
e2mgr/services/rnib_reader_service.go:36.94,38.2 1 0
e2mgr/services/rnib_reader_service.go:40.90,43.18 2 0
e2mgr/services/rnib_reader_service.go:47.2,49.18 2 0
e2mgr/services/rnib_reader_service.go:53.2,55.26 2 0
e2mgr/services/rnib_reader_service.go:43.18,45.3 1 0
e2mgr/services/rnib_reader_service.go:49.18,51.3 1 0
e2mgr/services/rmr_service.go:38.90,40.2 1 1
e2mgr/services/rmr_service.go:53.61,62.2 1 1
e2mgr/services/rmr_service.go:65.21,80.2 9 1
e2mgr/services/rmr_service.go:82.76,93.16 6 0
e2mgr/services/rmr_service.go:93.16,96.3 2 0
e2mgr/services/rmr_service.go:100.40,102.6 1 1
e2mgr/services/rmr_service.go:102.6,107.17 3 1
e2mgr/services/rmr_service.go:111.3,111.79 1 0
e2mgr/services/rmr_service.go:107.17,108.12 1 1
e2mgr/services/rmr_service.go:115.36,116.5 1 0
e2mgr/services/rmr_service.go:116.5,119.10 2 0
e2mgr/services/rmr_service.go:125.3,126.29 2 0
e2mgr/services/rmr_service.go:119.10,122.9 2 0
e2mgr/services/rmr_service.go:130.37,131.35 1 1
e2mgr/services/rmr_service.go:131.35,135.3 3 1
e2mgr/rmrCgo/rmrCgoApi.go:34.99,41.21 6 1
e2mgr/rmrCgo/rmrCgoApi.go:48.2,50.11 3 1
e2mgr/rmrCgo/rmrCgoApi.go:41.21,43.39 2 1
e2mgr/rmrCgo/rmrCgoApi.go:43.39,46.4 2 0
e2mgr/rmrCgo/rmrCgoApi.go:53.71,59.21 6 0
e2mgr/rmrCgo/rmrCgoApi.go:66.2,74.21 7 0
e2mgr/rmrCgo/rmrCgoApi.go:80.2,81.50 2 0
e2mgr/rmrCgo/rmrCgoApi.go:59.21,63.3 3 0
e2mgr/rmrCgo/rmrCgoApi.go:74.21,78.3 3 0
e2mgr/rmrCgo/rmrCgoApi.go:84.46,93.21 7 0
e2mgr/rmrCgo/rmrCgoApi.go:99.2,103.18 5 0
e2mgr/rmrCgo/rmrCgoApi.go:93.21,97.3 3 0
e2mgr/rmrCgo/rmrCgoApi.go:106.39,112.2 5 0
e2mgr/rmrCgo/rmrCgoApi.go:114.36,117.2 2 1
e2mgr/rmrCgo/rmrCgoApi.go:119.29,123.2 3 0
e2mgr/rmrCgo/rmrCgoTypes.go:31.87,39.2 1 1
e2mgr/rmrCgo/rmrCgoTypes.go:41.96,48.2 1 1
e2mgr/rmrCgo/rmrCgoTypes.go:119.32,121.2 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:32.66,48.93 7 0
e2mgr/rmrCgo/rmrCgoUtils.go:52.2,52.13 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:48.93,50.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:55.115,68.50 9 0
e2mgr/rmrCgo/rmrCgoUtils.go:73.2,74.51 2 0
e2mgr/rmrCgo/rmrCgoUtils.go:78.2,82.16 4 0
e2mgr/rmrCgo/rmrCgoUtils.go:86.2,87.16 2 0
e2mgr/rmrCgo/rmrCgoUtils.go:91.2,92.34 2 0
e2mgr/rmrCgo/rmrCgoUtils.go:96.2,96.14 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:68.50,70.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:74.51,76.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:82.16,85.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:87.16,90.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:92.34,95.3 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:100.47,101.23 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:101.23,102.24 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:105.3,105.138 1 0
e2mgr/rmrCgo/rmrCgoUtils.go:102.24,104.4 1 0
